site_id,COMID,comments
EAUF-J1721720,23014015,
EAUF-J1813010,23013737,
EAUF-J2023010,23015111,
EAUF-J2034010,23015674,
EAUF-J2233010,23014002,
EAUF-J2233020,23013968,
EAUF-J2614010,23014019,
EAUF-J2723010,23014003,
EAUF-J3204020,23015429,
EAUF-J3323020,23018857,
EAUF-J3413030,23017765,
EAUF-J3514010,23020353,
EAUF-J3601810,23018862,
EAUF-J3624010,23020297,
EAUF-J3631810,23018371,
EAUF-J3713010,23018675,
EAUF-J3733010,23018339,
EAUF-J3811810,23018091,
EAUF-J3821810,23018037,
EAUF-J3821820,23018037,
EAUF-J3834010,23018756,
EAUF-J4014010,23019894,
EAUF-J4211910,23018470,
EAUF-J4224010,23018541,
EAUF-J4313010,23020022,
EAUF-J4614010,23019843,
EAUF-J4623020,23018540,
EAUF-J4712010,23018568,
EAUF-J4734010,23020024,
EAUF-J4742010,23018322,
EAUF-J4803010,23019945,
EAUF-J4813010,23019945,
EAUF-J5102210,23018415,
EAUF-J5212120,23020336,
EAUF-J5224010,23018705,
EAUF-J5402120,23018377,
EAUF-J5432110,23018122,
EAUF-J5524010,23019970,
EAUF-J5613010,23018637,
EAUF-J5712110,23017938,
EAUF-J6213010,23019635,
EAUF-J7010610,23018763,
EAUF-J7010630,23018763,
EAUF-J7060620,23018242,
EAUF-J7083110,23018628,
EAUF-J7090630,23018065,
EAUF-J7313010,23018548,
EAUF-J7353010,23018153,
EAUF-J7443010,23018173,
EAUF-J7483010,23018025,
EAUF-J7500610,23017955,
EAUF-J7633010,23018331,
EAUF-J7833010,23018190,
EAUF-J7900610,23017885,
EAUF-J7933010,23018383,
EAUF-J7953010,23018115,
EAUF-J8022310,23018631,
EAUF-J8133010,23018455,
EAUF-J8202310,23018105,
EAUF-J8333010,23018310,
EAUF-J8363110,23018485,
EAUF-J8433010,23019764,
EAUF-J8443010,23019764,
EAUF-J8502310,23017934,
EAUF-J8632410,23018378,
EAUF-J8800230,23017906,
EAUF-J8813010,23019626,
EAUF-J9300611,23017859,
EAUF-K0018723,23023633,
EAUF-K0030020,23023051,
EAUF-K0100020,23022961,
EAUF-K0114030,23023705,
EAUF-K0214010,23023205,
EAUF-K0243010,23023151,
EAUF-K0253020,23022995,
EAUF-K0260010,23022849,
EAUF-K0333010,23023044,
EAUF-K0403010,23023724,
EAUF-K0410310,23022954,
EAUF-K0454010,23023040,
EAUF-K0454020,23023219,
EAUF-K0463010,23022871,
EAUF-K0513010,23022667,
EAUF-K0530001,23022647,
EAUF-K0543010,23022632,
EAUF-K0550010,23022628,
EAUF-K0567520,23023921,
EAUF-K0600010,23020597,
EAUF-K0614010,23020634,
EAUF-K0673310,23021255,
EAUF-K0690010,23020585,
EAUF-K0733220,23021422,
EAUF-K0744010,23021166,
EAUF-K0753210,23021099,
EAUF-K0763312,23021093,
EAUF-K0773220,23020928,
EAUF-K0813020,23021353,
EAUF-K0910010,23020571,
EAUF-K0943010,23021742,
EAUF-K0983011,23020959,
EAUF-K1063010,23020969,
EAUF-K1173210,23020950,
EAUF-K1180010,23020543,
EAUF-K1243010,23017680,
EAUF-K1251810,23020524,
EAUF-K1273110,23020644,
EAUF-K1284810,23020649,
EAUF-K1314010,23021108,
EAUF-K1321810,23020507,
EAUF-K1341810,23020493,
EAUF-K1353010,23021311,
EAUF-K1363010,23021103,
EAUF-K1383010,23020858,
EAUF-K1440010,23020486,
EAUF-K1524010,23021238,
EAUF-K1533010,23020982,
EAUF-K1563020,23020855,
EAUF-K1633010,23021091,
EAUF-K1713010,23020525,
EAUF-K1724210,23022381,
EAUF-K1753110,23021144,
EAUF-K1764010,23020621,
EAUF-K1773010,23020502,
EAUF-K1833010,23021023,
EAUF-K1900010,23020474,
EAUF-K1914510,23020522,
EAUF-K1930010,23020474,
EAUF-K1954010,23018445,
EAUF-K2010820,23023505,
EAUF-K2064010,23023542,
EAUF-K2070810,23023035,
EAUF-K2075020,23023239,
EAUF-K2080820,23023007,
EAUF-K2123010,23023167,
EAUF-K2163110,23023594,
EAUF-K2173020,23022937,
EAUF-K2210843,23022866,
EAUF-K2223030,23023060,
EAUF-K2240820,23022840,
EAUF-K2254010,23023168,
EAUF-K2283110,NONE,
EAUF-K2300810,23022813,
EAUF-K2316210,23023779,
EAUF-K2330810,23022785,
EAUF-K2363020,23022988,
EAUF-K2383110,23023968,
EAUF-K2430810,23022775,
EAUF-K2514010,23023226,
EAUF-K2514020,23023226,
EAUF-K2523010,23023036,
EAUF-K2534012,23022920,
EAUF-K2560001,23023890,
EAUF-K2593013,23022874,
EAUF-K2623010,23023951,
EAUF-K2630310,23021156,
EAUF-K2654010,23020627,
EAUF-K2654011,23023986,
EAUF-K2674010,23021147,
EAUF-K2674030,23021453,
EAUF-K2674040,23021453,below reservoir
EAUF-K2680810,23020611,
EAUF-K2680820,23020614,
EAUF-K2773120,23021030,
EAUF-K2783010,23020907,
EAUF-K2790810,23020601,
EAUF-K2821910,23023217,
EAUF-K2834010,23022724,
EAUF-K2851910,23020598,
EAUF-K2871910,23020581,
EAUF-K2884010,23021541,
EAUF-K2944010,23021571,
EAUF-K2970310,23021349,
EAUF-K2981910,23020568,
EAUF-K2994010,23021662,
EAUF-K3030810,23020559,
EAUF-K3060310,23021274,
EAUF-K3080001,23021049,
EAUF-K3220210,23021174,
EAUF-K3222010,23021174,
EAUF-K3264010,23021330,
EAUF-K3273010,23021087,
EAUF-K3302010,23020894,
EAUF-K3322010,23020804,
EAUF-K3373010,23020902,
EAUF-K3382010,23020720,
EAUF-K3400810,23020545,
EAUF-K3450810,23020537,
EAUF-K3650810,23020528,
EAUF-K4000010,23017474,
EAUF-K4073110,23018261,
EAUF-K4080010,23017456,
EAUF-K4094010,23018259,
EAUF-K4123010,23018516,
EAUF-K4180010,23017434,
EAUF-K4350010,23017412,
EAUF-K4414090,23018539,
EAUF-K4470010,23017400,
EAUF-K4572210,23018061,
EAUF-K4670001,23017968,
EAUF-K4793010,23017983,
EAUF-K4800010,23017399,
EAUF-K4840001,23018325,
EAUF-K4853000,23018016,
EAUF-K4873120,23018422,
EAUF-K4900030,23017397,
EAUF-K5090900,23021052,
EAUF-K5133010,23021212,
EAUF-K5143110,23021250,
EAUF-K5183020,23020908,
EAUF-K5220900,23020799,
EAUF-K5363220,23021007,
EAUF-K5383020,23020932,
EAUF-K5400920,23020729,
EAUF-K5433020,23021195,
EAUF-K5480920,23017769,
EAUF-K5490900,23017737,
EAUF-K5552300,23017669,
EAUF-K5574100,23018900,
EAUF-K5623010,23021168,
EAUF-K5653010,23017774,
EAUF-K5702320,23017642,
EAUF-K5712310,23017619,
EAUF-K6022420,23021270,
EAUF-K6102430,23020798,
EAUF-K6123110,23021113,
EAUF-K6173130,23017776,
EAUF-K6192420,23017734,
EAUF-K6220910,23017583,
EAUF-K6322511,23018421,
EAUF-K6332520,23018067,
EAUF-K6373020,23018363,
EAUF-K6402520,23017964,
EAUF-K6453010,23018423,
EAUF-K6482510,23017888,
EAUF-K6500910,23017567,
EAUF-K6520002,23018449,
EAUF-K6580001,23017749,
EAUF-K6593020,23017714,
EAUF-K6710910,23017542,
EAUF-K6830020,23017393,
EAUF-K7022620,23021316,
EAUF-K7143010,23021129,
EAUF-K7202610,23020943,
EAUF-K7222610,23020753,
EAUF-K7312610,23017672,
EAUF-K7322610,23017667,
EAUF-K7433030,23018329,
EAUF-K7522620,23017601,
EAUF-L0010610,23021533,
EAUF-L0010611,23021533,
EAUF-L0050630,23020938,
EAUF-L0093020,23021406,
EAUF-L0123030,23021104,
EAUF-L0140610,23020802,
EAUF-L0231510,23021058,
EAUF-L0314010,23021207,
EAUF-L0321510,23020784,
EAUF-L0400610,23020762,
EAUF-L0563010,23020977,
EAUF-L0614020,23021633,
EAUF-L0620610,23020735,
EAUF-L0813010,23021054,
EAUF-L0914020,23021263,
EAUF-L0920610,23020706,
EAUF-L0940610,23020698,
EAUF-L1004010,23021264,
EAUF-L1113010,23021065,
EAUF-L1310001,23021077,
EAUF-L1400610,23020679,
EAUF-L1440610,23020671,
EAUF-L2103010,23021032,
EAUF-L2201610,23020866,
EAUF-L2253010,23021008,
EAUF-L2313010,23020941,
EAUF-L2313014,23020941,
EAUF-L2321610,23020831,
EAUF-L2341610,23020791,
EAUF-L2404030,23022042,
EAUF-L2404040,23022042,
EAUF-L2443010,23021136,
EAUF-L2501610,23020761,
EAUF-L3200610,23020662,
EAUF-L3200620,23020662,
EAUF-L4010710,23021191,
EAUF-L4033010,23021289,
EAUF-L4100710,23021083,
EAUF-L4210710,23020836,
EAUF-L4220710,23020818,
EAUF-L4400001,23020946,
EAUF-L4411710,23020806,
EAUF-L4540720,23020731,
EAUF-L4653010,23020990,
EAUF-L4700710,23020713,
EAUF-L4710710,23020713,
EAUF-L4730710,23020700,
EAUF-L4730720,23020700,
EAUF-L5001810,23021724,
EAUF-L5034010,23021733,
EAUF-L5101810,23020870,
EAUF-L5114011,23021712,
EAUF-L5134010,23021791,
EAUF-L5223020,23021015,
EAUF-L5301810,23020759,
EAUF-L5323010,23021044,
EAUF-L5401810,23020733,
EAUF-L5411810,23020718,
EAUF-L5411823,23020718,
EAUF-L5511910,23021165,
EAUF-L5520001,23021899,
EAUF-L5623010,23021221,
EAUF-L5670003,23020893,
EAUF-L5741910,23020805,
EAUF-L5741920,23020805,
EAUF-L5801810,23020697,
EAUF-L6000710,23020686,
EAUF-L6020710,23020681,
EAUF-L6210002,23020787,
EAUF-L7000610,23017522,
EAUF-L7123010,23017750,
EAUF-L7200610,23017511,
EAUF-L8000010,23017391,
EAUF-L8102110,23022082,
EAUF-L8122110,23021158,
EAUF-L8122120,23020995,
EAUF-L8134020,23021230,
EAUF-L8142110,23020918,
EAUF-L8213010,23021086,
EAUF-L8222110,23020844,
EAUF-L8343010,23017679,
EAUF-L8402110,23017644,
EAUF-L8523010,23017775,
EAUF-L8602110,23017623,
EAUF-M0030003,23017804,
EAUF-M0050610,23017625,
EAUF-M0064351,23017810,
EAUF-M0114910,23018881,
EAUF-M0124010,23020175,
EAUF-M0134010,23020123,
EAUF-M0243010,23018272,
EAUF-M0250610,23017569,
EAUF-M0321511,23017743,
EAUF-M0361510,23017720,
EAUF-M0384010,23018542,
EAUF-M0421510,23017695,
EAUF-M0500610,23017557,
EAUF-M0583020,23018206,
EAUF-M0633010,23018142,
EAUF-M0653110,23018440,
EAUF-M0680610,23017536,
EAUF-M1034020,23018551,
EAUF-M1041610,23018165,
EAUF-M1073020,23018077,
EAUF-M1114010,23018222,
EAUF-M1124810,23018405,
EAUF-M1151610,23017871,
EAUF-M1213010,23018407,
EAUF-M1233040,23018246,
EAUF-M1531610,23017821,
EAUF-M3014010,23018721,
EAUF-M3020910,23013798,
EAUF-M3060910,23017521,
EAUF-M3103010,23015031,
EAUF-M3133010,23017800,
EAUF-M3213010,23017471,
EAUF-M3223010,23017466,
EAUF-M3230920,23017459,
EAUF-M3253110,23018861,
EAUF-M3313010,23018735,
EAUF-M3323010,23018419,
EAUF-M3340910,23017435,
EAUF-M3423010,23018490,
EAUF-M3504010,23018308,
EAUF-M3600910,23017422,
EAUF-M3771810,23018156,
EAUF-M3823010,23018507,
EAUF-M3851810,23018036,
EAUF-M4101910,23017410,
EAUF-M5102010,23018584,
EAUF-M5222010,23018040,
EAUF-M5300010,23017378,
EAUF-M6013010,23018213,
EAUF-M6013030,23018365,
EAUF-M6323010,23018722,
EAUF-M6333020,23018127,
EAUF-M7022410,23021029,
EAUF-M7112410,23017773,
EAUF-M7213010,23018355,
EAUF-M7213020,23018355,
EAUF-M7302420,23017727,
EAUF-M7413010,23021374,
EAUF-M7433110,23021262,
EAUF-M7453010,23017764,
EAUF-M8112610,23017777,
EAUF-M8144010,23017787,
EAUF-M8205020,23017794,
EAUF-N0113030,23022335,
EAUF-N1001510,23021386,
EAUF-N1203020,23021339,
EAUF-N2024010,23022048,
EAUF-N3001610,23022172,
EAUF-N3024010,23021181,
EAUF-N3113010,23021092,
EAUF-N3222010,23022044,
EAUF-N3301610,23020826,
EAUF-N3304130,23021215,
EAUF-N3423010,23021126,
EAUF-N4000616,23021403,
EAUF-N4010610,23021128,
EAUF-N4104030,23021148,
EAUF-N4300620,23020824,
EAUF-N4300621,23020824,
EAUF-N4300622,23020824,
EAUF-N5101710,23021280,
EAUF-N6003020,23021121,
EAUF-N6110610,23020722,
EAUF-N7101810,23021259,
EAUF-N7121810,23021033,
EAUF-O0010040,23024367,
EAUF-O0015310,23025105,
EAUF-O0044020,23024679,
EAUF-O0050020,23024292,
EAUF-O0144020,23024530,
EAUF-O0164340,23024568,
EAUF-O0174025,23024483,
EAUF-O0174028,23024483,
EAUF-O0174029,23024483,
EAUF-O0200020,23024178,
EAUF-O0234020,23025153,
EAUF-O0290030,23024127,
EAUF-O0290210,NONE,
EAUF-O0362510,23024595,
EAUF-O0362520,23024595,
EAUF-O0384010,23024862,
EAUF-O0444010,23024704,
EAUF-O0484010,23024649,
EAUF-O0502520,23024430,
EAUF-O0554010,23025208,
EAUF-O0592510,23024244,
EAUF-O0600030,23024124,
EAUF-O0744040,23024550,
EAUF-O0794010,23024264,
EAUF-O0800010,23024100,
EAUF-O0984010,23024205,
EAUF-O1144620,23024709,
EAUF-O1252510,23024263,
EAUF-O1372510,23024165,
EAUF-O1432910,23024732,
EAUF-O1442910,23024732,
EAUF-O1484320,23025106,
EAUF-O1494310,23025106,
EAUF-O1494330,23025106,
EAUF-O1532910,23024271,
EAUF-O1532920,23024241,
EAUF-O1584610,23025143,
EAUF-O1634010,23024835,
EAUF-O1652930,23024157,
EAUF-O1662910,23024148,
EAUF-O1712510,23024113,
EAUF-O1712530,23024113,
EAUF-O1844020,23024526,
EAUF-O1874010,23024526,
EAUF-O1964310,23024362,
EAUF-O1984310,23024285,
EAUF-O2000010,23024088,
EAUF-O2172510,23024546,
EAUF-O2222510,23024326,
EAUF-O2324010,23024682,
EAUF-O2344010,23024433,
EAUF-O2434020,23025467,
EAUF-O2462930,23024323,
EAUF-O2550002,23024163,
EAUF-O2620020,23024080,
EAUF-O2735010,23024478,
EAUF-O2743310,23024478,
EAUF-O2863310,23022690,
EAUF-O2880001,23022690,
EAUF-O3011010,23023218,
EAUF-O3031010,23023218,
EAUF-O3064010,23023314,
EAUF-O3064030,23023048,
EAUF-O3084350,23023209,
EAUF-O3141010,23022857,
EAUF-O3194010,23023208,
EAUF-O3314010,23023262,
EAUF-O3334020,23022683,
EAUF-O3364021,23022672,
EAUF-O3394030,23022653,
EAUF-O3401010,23022640,
EAUF-O3424030,23022487,
EAUF-O3454310,23023311,
EAUF-O3534010,23024613,
EAUF-O3574610,23024632,
EAUF-O3584610,23024425,
EAUF-O3594020,23024315,
EAUF-O3601020,23024031,
EAUF-O3754010,23024656,
EAUF-O3840002,23024027,
EAUF-O4001010,23024024,
EAUF-O4001011,23025747,
EAUF-O4081010,23024018,
EAUF-O4194330,23024442,
EAUF-O4222510,23024173,
EAUF-O4314010,23025673,
EAUF-O4340001,23025715,
EAUF-O4384010,23024357,
EAUF-O4544020,23024399,
EAUF-O4692510,23024102,
EAUF-O4704030,23025832,
EAUF-O4774010,23024248,
EAUF-O4774020,23024248,
EAUF-O4802520,23024098,
EAUF-O4931010,23024013,
EAUF-O4941010,23022482,
EAUF-O4984320,23022694,
EAUF-O4991030,23022482,
EAUF-O5042510,23022943,
EAUF-O5092520,23022926,
EAUF-O5160001,23022797,
EAUF-O5192510,23022797,
EAUF-O5192540,23022776,
EAUF-O5224010,23022981,
EAUF-O5284310,23023211,
EAUF-O5292510,23022765,
EAUF-O5424020,23023316,
EAUF-O5464310,23023010,
EAUF-O5482930,23022832,
EAUF-O5482931,23022832,
EAUF-O5572910,23022777,
EAUF-O5602520,23022762,
EAUF-O5664010,23022859,
EAUF-O5685010,23023384,
EAUF-O5754020,23022569,
EAUF-O5762510,23022566,
EAUF-O5854010,23023012,
EAUF-O5882510,23022554,
EAUF-O5964020,23022949,
EAUF-O6054010,23025602,
EAUF-O6064010,23025602,
EAUF-O6090001,23022691,
EAUF-O6134010,23022946,
EAUF-O6140010,23022472,
EAUF-O6194610,23022902,
EAUF-O6222510,23025429,
EAUF-O6302520,23024287,
EAUF-O6310001,23024232,
EAUF-O6332510,23024169,
EAUF-O6332511,23024203,
EAUF-O6400010,23022468,
EAUF-O6502510,23025414,
EAUF-O6542940,23024465,
EAUF-O6612910,23024305,
EAUF-O6692920,23022689,
EAUF-O6793330,23022562,
EAUF-O6864610,23022692,
EAUF-O6890001,23022692,
EAUF-O6912920,23022556,
EAUF-O7001510,23023462,
EAUF-O7021530,23023103,
EAUF-O7035010,23023157,
EAUF-O7094010,23022918,
EAUF-O7101510,23022848,
EAUF-O7110502,23023460,
EAUF-O7115020,23022834,
EAUF-O7115021,23023534,
EAUF-O7145220,23023516,
EAUF-O7191510,23022772,
EAUF-O7202510,23023570,
EAUF-O7234010,23023568,
EAUF-O7234030,23023568,
EAUF-O7410401,23023189,
EAUF-O7434010,23023185,
EAUF-O7535010,23023730,
EAUF-O7701540,23022770,
EAUF-O7854010,23022889,
EAUF-O7874010,23022889,
EAUF-O7944020,23023118,
EAUF-O7971510,23022756,
EAUF-O8113520,23022959,
EAUF-O8113530,23023024,
EAUF-O8133520,23022830,
EAUF-O8201510,23022752,
EAUF-O8231530,23022748,
EAUF-O8255010,23023508,
EAUF-O8264010,23023075,
EAUF-O8394310,23023083,
EAUF-O8481530,23022737,
EAUF-O8584010,23023005,
EAUF-O8661510,23022732,
EAUF-O9000010,23022458,
EAUF-O9034010,23022983,
EAUF-O9090010,23022454,
EAUF-O9134010,23022984,
EAUF-O9190010,23022449,
EAUF-O9372510,23022801,
EAUF-O9570001,23022873,
EAUF-O9650001,23023230,
EAUF-P0010010,23021464,
EAUF-P0212510,23023965,
EAUF-P0272510,23023102,
EAUF-P0304010,23023818,
EAUF-P0524010,23023850,
EAUF-P0555010,23023865,
EAUF-P0714010,23021222,
EAUF-P0814020,23023900,
EAUF-P0885010,23023830,
EAUF-P0885020,NONE,
EAUF-P0924010,23022710,
EAUF-P1350010,23022605,
EAUF-P1422510,23023195,
EAUF-P1454010,23023107,
EAUF-P1592510,23022861,
EAUF-P1630010,23022602,
EAUF-P1650010,23022598,
EAUF-P1712910,23023758,
EAUF-P1744010,23023774,
EAUF-P1780510,23023655,
EAUF-P1834010,23023742,
EAUF-P1902910,23022864,
EAUF-P1962910,23022814,
EAUF-P2054010,23023132,
EAUF-P2070020,23022595,
EAUF-P2300010,23022582,
EAUF-P2315020,23023143,
EAUF-P2380010,23022575,
EAUF-P2454310,23023119,
EAUF-P2464010,23022935,
EAUF-P2484010,23022894,
EAUF-P2484020,23022894,
EAUF-P2580010,23022572,
EAUF-P3001010,23021489,
EAUF-P3101010,23022571,
EAUF-P3164010,23022673,
EAUF-P3194310,23023923,
EAUF-P3201010,23022558,
EAUF-P3234010,23023154,
EAUF-P3274010,23023057,
EAUF-P3322510,23022730,
EAUF-P3352520,23022674,
EAUF-P3502510,23022643,
EAUF-P3614010,23023947,
EAUF-P3674010,23023016,
EAUF-P3840101,23023804,
EAUF-P3922520,23022614,
EAUF-P3994010,23023049,
EAUF-P4001010,23022551,
EAUF-P4135010,23023124,
EAUF-P4161010,23022544,
EAUF-P4271010,23022540,
EAUF-P5000002,23022538,
EAUF-P5244010,23023015,
EAUF-P5320010,23022532,
EAUF-P5550010,23022524,
EAUF-P6031520,23022708,
EAUF-P6081510,23022662,
EAUF-P6114010,23022723,
EAUF-P6134020,23022654,
EAUF-P6161510,23022639,
EAUF-P6161511,23022629,
EAUF-P6222510,23022731,
EAUF-P6362510,23022627,
EAUF-P6382510,23022613,
EAUF-P7001510,23022604,
EAUF-P7041510,23022601,
EAUF-P7121510,23022589,
EAUF-P7181520,23022583,
EAUF-P7261510,23022578,
EAUF-P8012510,23022706,
EAUF-P8022520,23022706,
EAUF-P8074010,23022663,
EAUF-P8102510,23022642,
EAUF-P8102520,23022642,
EAUF-P8162520,23022607,
EAUF-P8284010,23022509,
EAUF-P8312520,23022507,
EAUF-P8394310,23023002,
EAUF-P8462510,23022503,
EAUF-P8462520,23022503,
EAUF-P9274010,23023090,
EAUF-Q0100010,23024683,
EAUF-Q0100030,23024683,
EAUF-Q0120060,23024528,
EAUF-Q0130030,23024528,
EAUF-Q0214010,23025318,
EAUF-Q0224030,23024339,
EAUF-Q0225011,23025318,
EAUF-Q0280030,23024236,
EAUF-Q0414010,23025610,
EAUF-Q0450010,23024194,
EAUF-Q0522530,23024672,
EAUF-Q0612510,23024282,
EAUF-Q0612530,23024282,
EAUF-Q0664020,23024419,
EAUF-Q0740020,23024162,
EAUF-Q1094020,23024440,
EAUF-Q1100010,23024121,
EAUF-Q1160010,23024105,
EAUF-Q1240010,23024096,
EAUF-Q1324010,23025504,
EAUF-Q1420010,23024086,
EAUF-Q2152510,23024268,
EAUF-Q2192520,23024219,
EAUF-Q2242910,23024484,
EAUF-Q2292910,23022693,
EAUF-Q2364010,23022971,
EAUF-Q2402910,23022676,
EAUF-Q2503320,23024057,
EAUF-Q2544310,23024069,
EAUF-Q2584610,23024075,
EAUF-Q2593310,23024055,
EAUF-Q2654010,23024062,
EAUF-Q2663110,23024053,
EAUF-Q3030010,23024050,
EAUF-Q3080400,23024385,
EAUF-Q3120010,23024048,
EAUF-Q3120030,23024047,
EAUF-Q3224010,23024831,
EAUF-Q3354010,23024609,
EAUF-Q3464010,23024155,
EAUF-Q4701010,23024416,
EAUF-Q4761020,23024350,
EAUF-Q4801010,23024350,
EAUF-Q4850001,23025199,
EAUF-Q5021010,23024223,
EAUF-Q5231010,23024166,
EAUF-Q5421020,23024114,
EAUF-Q6142920,23024494,
EAUF-Q6332520,23024665,
EAUF-Q6502510,23024392,
EAUF-Q7002910,23024275,
EAUF-Q7242520,23024755,
EAUF-Q7322520,23024473,
EAUF-Q7412910,23024153,
EAUF-Q7430002,23025644,
EAUF-Q8032510,23024575,
EAUF-Q9102510,23024489,
EAUF-Q9164610,23024771,
EAUF-Q9312510,23024418,
EAUF-R0020010,23021313,
EAUF-R0110010,23020800,
EAUF-R0110020,23020901,
EAUF-R0210010,23021692,
EAUF-R0250010,23021118,
EAUF-R1030010,23021133,
EAUF-R1080010,23020872,
EAUF-R1130410,23021475,
EAUF-R1160020,23020942,
EAUF-R1250010,23021615,
EAUF-R2020010,23020723,
EAUF-R2100010,23021167,
EAUF-R2110030,NONE,
EAUF-R2220010,23020696,
EAUF-R2335050,23021463,
EAUF-R3070010,23020675,
EAUF-R3214026,23021096,
EAUF-R4130011,NONE,
EAUF-R4130012,23020506,
EAUF-R4230010,23020495,
EAUF-R5023310,23023108,
EAUF-R5080005,23023092,
EAUF-R5123310,23020469,
EAUF-R5200010,23020468,
EAUF-R6080010,23021028,
EAUF-R6110008,23020853,
EAUF-R6142924,23020847,
EAUF-R6142929,23020847,
EAUF-S0114010,23020620,
EAUF-S0114510,NONE,
EAUF-S2040001,23023009,
EAUF-S2134010,23023033,
EAUF-S2224610,23023085,
EAUF-S2242510,23022850,
EAUF-S3124310,23023194,
EAUF-S3214010,23023331,
EAUF-S4214010,23025825,
EAUF-S5144010,23024745,
EAUF-U0020010,21000049,
EAUF-U0124010,21000048,
EAUF-U0204001,21000069,
EAUF-U0230010,21000028,
EAUF-U0415010,21000080,
EAUF-U0444310,21000045,
EAUF-U0455010,21000156,
EAUF-U0460510,21000154,
EAUF-U0474010,21000029,
EAUF-U0525010,21000056,
EAUF-U0610010,21000019,
EAUF-U0635010,21000062,
EAUF-U0724010,21000030,
EAUF-U0815010,21000515,
EAUF-U0820010,21000243,
EAUF-U0924010,21000044,
EAUF-U0924020,21000287,
EAUF-U1004010,21000142,
EAUF-U1014020,21000067,
EAUF-U1025010,21000130,
EAUF-U1035410,21000065,
EAUF-U1044010,21000301,
EAUF-U1054010,21000267,
EAUF-U1074020,21000256,
EAUF-U1084010,21000254,
EAUF-U1115020,21001083,
EAUF-U1115212,21001083,
EAUF-U1120010,21000202,
EAUF-U1204010,21000068,
EAUF-U1204012,21000068,
EAUF-U1215030,21000006,
EAUF-U1224010,21000247,
EAUF-U1224020,21000247,
EAUF-U1235020,21000441,
EAUF-U1235022,21000549,
EAUF-U1244040,21000238,
EAUF-U1314010,21000525,
EAUF-U1314020,21000420,
EAUF-U1324010,21000374,
EAUF-U1334010,21001024,
EAUF-U1334020,21000353,
EAUF-U1415030,21001019,
EAUF-U1415040,21000496,
EAUF-U1420010,21000191,
EAUF-U2002010,NONE,
EAUF-U2012010,21000495,
EAUF-U2022010,21000410,
EAUF-U2022020,21000398,
EAUF-U2035020,21000558,
EAUF-U2035030,21000558,
EAUF-U2040520,23022209,
EAUF-U2102010,21000387,
EAUF-U2112010,21000341,
EAUF-U2122010,21000328,
EAUF-U2142010,21000328,
EAUF-U2215015,21000448,
EAUF-U2215020,21000384,
EAUF-U2222005,21000310,
EAUF-U2222010,21000309,
EAUF-U2225410,21001069,
EAUF-U2305240,21000124,
EAUF-U2324210,21000054,
EAUF-U2334010,21000005,
EAUF-U2334020,21000010,
EAUF-U2345020,21000132,
EAUF-U2345030,21000066,
EAUF-U2345040,21000046,
EAUF-U2350530,21000111,
EAUF-U2354010,21000252,
EAUF-U2402010,21000246,
EAUF-U2425070,21000473,
EAUF-U2425250,21000504,
EAUF-U2502010,21000236,
EAUF-U2512010,21000235,
EAUF-U2515420,NONE,
EAUF-U2542010,21000231,
EAUF-U2565020,21000599,
EAUF-U2604030,21000460,
EAUF-U2604060,21000476,
EAUF-U2615820,21000452,
EAUF-U2615830,21000452,
EAUF-U2624010,21000346,
EAUF-U2634010,21000333,
EAUF-U2635010,21000966,
EAUF-U2640001,21000321,
EAUF-U2655030,21000954,
EAUF-U2655031,21000954,
EAUF-U2722010,21000227,
EAUF-U3014010,21000489,
EAUF-U3034010,21000361,
EAUF-U3036012,21000469,
EAUF-U3120010,21000182,
EAUF-U3214010,21000270,
EAUF-U3225010,21000478,
EAUF-U3310010,21000176,
EAUF-U3404030,21000524,
EAUF-U3415030,21000418,
EAUF-U3424010,21000366,
EAUF-U3434340,21000691,
EAUF-U3445030,21000442,
EAUF-U3446410,21000529,
EAUF-U3455030,21000533,
EAUF-U3455050,21000443,
EAUF-U4014020,21000291,
EAUF-U4234020,21000289,
EAUF-U4300010,21000170,
EAUF-U4624010,21001912,
EAUF-U4635010,21002861,
EAUF-U4636610,21002127,
EAUF-U4644010,21001814,
EAUF-U4645511,21001814,
EAUF-V0002010,21002120,
EAUF-V0010001,21003110,
EAUF-V0032010,21001829,
EAUF-V0032012,21001867,
EAUF-V0056511,21001752,
EAUF-V0120002,21002087,
EAUF-V0140002,21001897,
EAUF-V0154010,21001819,
EAUF-V0155010,21003322,
EAUF-V0205420,21003093,
EAUF-V0205422,21001692,
EAUF-V0220002,21001664,
EAUF-V0235020,21002046,
EAUF-V0314010,21000492,
EAUF-V0325010,21000293,
EAUF-V0334010,21000276,
EAUF-V1000010,21001153,
EAUF-V1015010,21001551,
EAUF-V1015030,21001551,
EAUF-V1015810,21002147,
EAUF-V1015820,21003364,
EAUF-V1020020,21001148,
EAUF-V1114010,21001987,
EAUF-V1214010,21002104,
EAUF-V1225010,21002094,
EAUF-V1235210,NONE,
EAUF-V1235610,21002908,
EAUF-V1255010,21002078,
EAUF-V1264024,21001140,
EAUF-V1264027,21001782,
EAUF-V1315020,21002037,
EAUF-V1315040,21002790,
EAUF-V1318239,21002706,
EAUF-V1325020,21002178,
EAUF-V1414010,21003218,
EAUF-V1425010,21003086,
EAUF-V1454310,21003001,
EAUF-V1464310,21002111,
EAUF-V1504010,21002540,
EAUF-V1515010,21002230,
EAUF-V1534020,21001825,
EAUF-V1630020,21001126,
