site_id,COMID,comments
ABOM-143054010,56164895,
ABOM-158822010,56103554,
ABOM-165205010,56139801,
ABOM-146915010,56164790,
ABOM-139562010,56149661,
ABOM-188219010,56154673,
ABOM-154261010,56156313,
ABOM-158023010,56124670,
ABOM-160087010,56123986,
ABOM-186403010,56125560,
ABOM-189346010,56165182,
ABOM-166995010,56144643,
ABOM-182625010,56143106,
ABOM-169689010,56154426,
ABOM-163456010,56144182,
ABOM-186983010,56143421,
ABOM-182585010,NONE,
ABOM-169770010,56139217,
ABOM-132624010,56107674,
ABOM-167257010,NONE,
ABOM-153947010,56163960,
ABOM-134726010,56144356,
ABOM-139688010,56144097,
ABOM-156792010,56157546,
ABOM-168193010,56120955,
ABOM-157870010,56125000,
ABOM-145077010,56165829,
ABOM-153239010,56164252,
ABOM-151416010,56157258,
ABOM-168898010,56120857,
ABOM-168972010,56122329,
ABOM-164653010,56124253,
ABOM-137662010,56140918,
ABOM-142285010,56165920,
ABOM-207415010,56156753,
ABOM-185076010,56154659,
ABOM-203206010,56126052,
ABOM-190030010,56155946,
ABOM-148337010,56157800,
ABOM-148237010,56164090,
ABOM-133073010,56123328,
ABOM-160706010,56123423,
ABOM-134592010,56132967,
ABOM-160395010,NONE,
ABOM-161071010,56127746,
ABOM-187183010,56121168,
ABOM-284639010,56171229,
ABOM-284739010,NONE,
ABOM-284919010,NONE,
ABOM-285179010,56164494,
ABOM-285119010,56164140,
ABOM-285319010,56164140,
ABOM-284759010,NONE,
ABOM-284839010,NONE,
ABOM-284999010,56165672,
ABOM-284819010,NONE,
ABOM-285079010,56164122,
ABOM-285219010,56164462,
ABOM-280430010,56169194,
ABOM-284779010,NONE,
ABOM-285918010,NONE,
ABOM-286338010,NONE,
ABOM-285658010,56164165,
ABOM-285818010,56168878,
ABOM-285838010,56169446,
ABOM-285958010,56164171,
ABOM-285998010,56164849,
ABOM-285898010,56169419,
ABOM-285678010,56164175,
ABOM-285698010,56164168,
ABOM-285738010,56164192,
ABOM-286638010,56163910,
ABOM-286618010,56163967,
ABOM-286658010,56163914,
ABOM-314524010,56164109,
ABOM-315204010,56164061,
ABOM-384626010,NONE,
ABOM-279046010,56169336,
ABOM-279906010,56169207,
ABOM-280390010,56170015,
ABOM-280470010,56169595,
ABOM-280550010,56169625,
ABOM-279766010,56169383,
ABOM-276348010,56169247,
ABOM-281250010,56168954,
ABOM-281670010,56163998,
ABOM-281710010,56165563,
ABOM-281730010,56164003,
ABOM-281930010,56165004,
ABOM-281070010,56169303,
ABOM-281290010,56169225,
ABOM-281830010,56165555,
ABOM-281950010,56165917,
ABOM-281750010,56165716,
ABOM-281970010,56164004,
ABOM-281190010,56168932,
ABOM-281350010,56169044,
ABOM-281810010,56165533,
ABOM-280750010,56169246,
ABOM-281550010,56164508,
ABOM-281910010,56165181,
ABOM-311144010,56168997,
ABOM-280770010,56169158,
ABOM-280910010,56168969,
ABOM-281130010,56168940,
ABOM-281610010,56164690,
ABOM-281690010,56165950,
ABOM-281790010,56165540,
ABOM-281030010,56169304,
ABOM-280810010,56168949,
ABOM-280830010,56168986,
ABOM-282210010,56164321,
ABOM-282690010,56164425,
ABOM-282830010,56164089,
ABOM-282330010,56166081,
ABOM-282470010,56164311,
ABOM-282010010,56165793,
ABOM-282550010,56164255,
ABOM-283277010,56164089,
ABOM-282490010,56166500,
ABOM-282510010,56164376,
ABOM-282030010,56164864,
ABOM-282130010,56166454,
ABOM-282150010,NONE,
ABOM-282230010,56165600,
ABOM-282430010,56164411,
ABOM-282570010,56166128,
ABOM-282190010,56164267,
ABOM-282270010,56164533,
ABOM-282310010,56164360,
ABOM-282530010,56164367,
ABOM-282170010,56165492,
ABOM-282790010,56164105,
ABOM-282110010,56165021,
ABOM-282350010,56164429,
ABOM-283457010,56163940,
ABOM-283917010,56169283,
ABOM-283937010,56169832,
ABOM-283857010,56165908,
ABOM-285099010,NONE,
ABOM-283677010,56169462,
ABOM-283817010,56169842,
ABOM-283397010,56164134,
ABOM-283577010,56169373,
ABOM-283617010,56169453,
ABOM-283637010,56169352,
ABOM-283657010,56169561,
ABOM-283737010,56169312,
ABOM-283697010,56169362,
ABOM-283537010,56163928,
ABOM-283717010,56165189,
ABOM-283757010,56164017,
ABOM-283497010,56168837,
ABOM-283877010,56165356,
ABOM-283517010,56168871,
ABOM-283597010,56169582,
ABOM-283837010,NONE,
ABOM-284157010,56165141,
ABOM-273269010,56164390,
ABOM-430602010,NONE,
ABOM-277626010,56169636,
ABOM-277886010,56169877,
ABOM-216838010,NONE,
ABOM-277486010,56169719,
ABOM-277566010,56169896,
ABOM-277666010,56169516,
ABOM-277826010,56169719,
ABOM-306387010,56169234,
ABOM-278786010,56169232,
ABOM-278206010,56169920,
ABOM-278546010,56169116,
ABOM-278186010,56169875,
ABOM-278486010,56169089,
ABOM-293080010,56169623,
ABOM-293145010,56169313,
ABOM-293280010,56169314,
ABOM-291526010,NONE,
ABOM-293235010,56169112,
ABOM-296917010,56169089,
ABOM-291438010,NONE,
ABOM-296739010,56169243,
ABOM-293329010,56170451,
ABOM-293390010,56169705,
ABOM-296782010,56169116,
ABOM-291033010,56169488,
ABOM-297007010,56169152,
ABOM-292993010,56169037,
ABOM-293190010,56169069,
ABOM-292775010,56169031,
ABOM-297367010,56169089,
ABOM-297683010,56169141,
ABOM-297727010,56169232,
ABOM-309984010,56169320,
ABOM-279646010,56169012,
ABOM-279726010,56168985,
ABOM-207631010,56102217,
ABOM-279746010,56169047,
ABOM-276446010,56169809,
ABOM-278766010,56169141,
ABOM-279026010,56169108,
ABOM-309964010,56169192,
ABOM-277106010,56169162,
ABOM-562035010,56155264,
ABOM-561935010,56158049,
ABOM-562119010,56156940,
ABOM-561662010,56157048,
ABOM-562395010,56165880,
ABOM-561843010,NO_CANDIDATES,
ABOM-562311010,56164839,
ABOM-562533010,56154774,
ABOM-562349010,56165081,
ABOM-571091010,NONE,
ABOM-562257010,56154788,
ABOM-562173010,56160085,
ABOM-562587010,56157566,
ABOM-562487010,56154780,
ABOM-562671010,56159526,
ABOM-562625010,56158303,
ABOM-577289010,56139217,
ABOM-565092010,56155120,
ABOM-583264010,56158521,
ABOM-583244010,56157814,
ABOM-573667010,56156119,
ABOM-573721010,56154695,
ABOM-583434010,56157886,
ABOM-583828010,56157299,
ABOM-583204010,56158701,
ABOM-584012010,56156707,
ABOM-583284010,56156365,
ABOM-283477010,56168842,
ABOM-286838010,56154480,
ABOM-277786010,56169029,
ABOM-281990010,56165313,
ABOM-283997010,56165641,
ABOM-282290010,56164456,
ABOM-277746010,NONE,
ABOM-286698010,56163963,
ABOM-282730010,56165284,
ABOM-281650010,56164013,
ABOM-425870010,NONE,
ABOM-8688010,56002907,
ABOM-61304010,56171749,
ABOM-585104010,56156647,
ABOM-209522010,56154386,
ABOM-585722010,56169363,
ABOM-579052010,56105438,
ABOM-110531010,56142894,
ABOM-715770010,56169206,
ABOM-367013010,NONE,
ABOM-392413010,NO_CANDIDATES,
ABOM-381876010,NO_CANDIDATES,
ABOM-381896010,56105794,
ABOM-382046010,56102047,
ABOM-367919010,NONE,
ABOM-381776010,56084389,
ABOM-381916010,NO_CANDIDATES,
ABOM-382136010,56104784,
ABOM-367493010,NONE,
ABOM-367653010,56169297,
ABOM-381836010,56105361,
ABOM-381936010,NO_CANDIDATES,
ABOM-381956010,56102029,
ABOM-492174010,56161517,
ABOM-382091010,56104714,
ABOM-440867010,56158838,
ABOM-392513010,NO_CANDIDATES,
ABOM-392533010,56104784,
ABOM-393310010,56093429,
ABOM-393342010,NO_CANDIDATES,
ABOM-133930010,56129321,
ABOM-190180010,56123486,
ABOM-143349010,56165812,
ABOM-186213010,56120973,
ABOM-149368010,56164665,
ABOM-191109010,56139814,
ABOM-154779010,NONE,
ABOM-160354010,56124050,
ABOM-142635010,56165348,
ABOM-143289010,56166039,
ABOM-134767010,56139514,
ABOM-186253010,56123158,
ABOM-191460010,56141072,
ABOM-133163010,56121807,
ABOM-137283010,56141867,
ABOM-148282010,56164380,
ABOM-155526010,56157222,
ABOM-168443010,NONE,
ABOM-170785010,NONE,
ABOM-132344010,56107077,
ABOM-146833010,56154485,
ABOM-149838010,56156450,
ABOM-207395010,56140857,
ABOM-186182010,56101857,
ABOM-154691010,56155302,
ABOM-133885010,56127071,
ABOM-168069010,56120898,
ABOM-202520010,56144387,
ABOM-744115010,56165908,
ABOM-392433010,NONE,
ABOM-392474010,NO_CANDIDATES,
ABOM-392493010,NONE,
ABOM-393326010,56102044,
ABOM-392462010,NONE,
ABOM-393563010,56107627,
ABOM-437898010,56062168,
ABOM-447585010,56161517,
ABOM-447512010,56101443,
ABOM-447541010,56157754,
ABOM-447631010,56157028,
ABOM-325642010,56165713,
ABOM-325085010,56165726,
ABOM-325462010,56165948,
ABOM-324688010,NONE,
ABOM-324798010,56167691,
ABOM-325877010,56165464,
ABOM-298768010,56061243,
ABOM-325922010,56167925,
ABOM-304363010,56171738,
ABOM-353942010,56169090,
ABOM-356620010,56169177,
ABOM-354615010,56169189,
ABOM-762963010,56169153,
ABOM-359074010,56169192,
ABOM-770446010,56104466,
ABOM-155590010,56156345,
ABOM-187312010,NONE,
ABOM-168308010,NONE,
ABOM-190381010,56101796,
ABOM-186430010,56125435,
ABOM-185402010,NONE,
ABOM-134432010,56125753,
ABOM-149431010,NONE,
ABOM-166350010,56139800,
ABOM-164838010,56141935,
ABOM-140256010,56142223,
ABOM-142145010,56157389,
ABOM-133770010,56103235,
ABOM-134497010,56128154,
ABOM-187070010,NONE,
ABOM-182755010,56145440,
ABOM-164982010,56121013,
ABOM-189697010,56157298,
ABOM-151164010,56154666,
ABOM-561114010,56155173,
ABOM-561567010,56157814,
ABOM-560988010,56156804,
ABOM-561523010,56157314,
ABOM-560796010,56156695,
ABOM-561026010,56155126,
ABOM-561072010,56156015,
ABOM-560934010,56155943,
ABOM-560850010,56158397,
ABOM-561429010,56155122,
ABOM-560888010,56155121,
ABOM-573553010,56140533,
ABOM-622402010,56033503,
ABOM-573135010,56069774,
ABOM-573342010,56068804,
ABOM-576790010,56062599,
ABOM-573513010,56139775,
ABOM-573010010,56065668,
ABOM-573533010,56139753,
ABOM-576807010,56139462,
ABOM-15493010,56000503,
ABOM-16484010,NONE,
ABOM-33846010,56108681,
ABOM-22823010,56047751,
ABOM-715790010,56158709,
ABOM-92985010,56156125,
ABOM-61044010,56171497,
ABOM-583224010,56160154,
ABOM-145993010,56164612,
ABOM-90352010,56156784,
ABOM-133591010,56103484,
ABOM-168569010,56122446,
ABOM-182446010,56121440,
ABOM-161254010,56121137,
ABOM-139186010,56140803,
ABOM-561981010,56157689,
ABOM-561797010,56156234,
ABOM-561889010,56155243,
ABOM-434671010,56141448,
ABOM-391104010,56121563,
ABOM-430567010,NO_CANDIDATES,
ABOM-391995010,56154665,
ABOM-298850010,56034653,
ABOM-299342010,56062237,
ABOM-289057010,56169478,
ABOM-291686010,56169356,
ABOM-299012010,56052465,
ABOM-299961010,56082541,
ABOM-299164010,56062126,
ABOM-299385010,56062243,
ABOM-300205010,56082465,
ABOM-298158010,56169141,
ABOM-299470010,56063909,
ABOM-299648010,56063909,
ABOM-305536010,56171612,
ABOM-301952010,56106973,
ABOM-376887010,56171613,
ABOM-305609010,56171807,
ABOM-300350010,56062576,
ABOM-305654010,56172234,
ABOM-377011010,56171706,
ABOM-377073010,56172243,
ABOM-304569010,56171679,
ABOM-301648010,56085932,
ABOM-376949010,56171514,
ABOM-302152010,56105397,
ABOM-301235010,56065208,
ABOM-300778010,56081853,
ABOM-301375010,56083999,
ABOM-302399010,56101469,
ABOM-303122010,56171957,
ABOM-300406010,56062535,
ABOM-300733010,56062411,
ABOM-301520010,56084251,
ABOM-373280010,56171632,
ABOM-301565010,56084112,
ABOM-304871010,56171493,
ABOM-306003010,56171474,
ABOM-306084010,56171470,
ABOM-305744010,NONE,
ABOM-306174010,56171794,
ABOM-306295010,56171756,
ABOM-305795010,56171548,
ABOM-306219010,56172316,
ABOM-440135010,56169183,
ABOM-305117010,56171788,
ABOM-303449010,56171572,
ABOM-353740010,56170397,
ABOM-290464010,56169567,
ABOM-305423010,56171663,
ABOM-304112010,56171556,
ABOM-305196010,56171561,
ABOM-304202010,56171530,
ABOM-524510010,56156997,
ABOM-531721010,NONE,
ABOM-771546010,56168851,
ABOM-531919010,56083824,
ABOM-722148010,56020220,
ABOM-767813010,56170035,
ABOM-720680010,56120932,
ABOM-765775010,56062142,
EAUF-10110001,NONE,
EAUF-10160001,76004387,
EAUF-10250001,76004387,
EAUF-11100001,NO_CANDIDATES,
EAUF-11110001,NONE,
EAUF-11200001,NO_CANDIDATES,
EAUF-12120001,76004383,
EAUF-12210001,76004385,
EAUF-22050001,61000007,
EAUF-22250001,61000006,
EAUF-25030001,NO_CANDIDATES,
EAUF-25120001,NO_CANDIDATES,
EAUF-25210001,61000001,
EAUF-50410001,61026947,
EAUF-51430001,61031906,
EAUF-52200001,61036407,
EAUF-52210001,61036263,
EAUF-52210002,61031762,
EAUF-52410001,61031743,
EAUF-55220001,61036557,
EAUF-60000001,61036363,
EAUF-60200001,61031707,
EAUF-61220003,61036427,
EAUF-62420001,61036373,
EAUF-70500001,61022170,
EAUF-80320001,61031823,
EAUF-91040001,61026995,
EAUF-91100001,61027923,
EAUF-91210001,61029035,
EAUF-91310001,61028303,
EAUF-A0210050,23017492,
EAUF-A0400001,23017484,
EAUF-A0600050,23013627,Potential bypass channel nearby
EAUF-A0610050,23013624,
EAUF-A1050030,23019334,
EAUF-A1120100,23019361,
EAUF-A1150200,23018379,
EAUF-A1160030,23018255,
EAUF-A1160031,NONE,
EAUF-A1210001,23019666,
EAUF-A1240201,23019666,
EAUF-A1250200,23018290,
EAUF-A1300001,23018137,
EAUF-A1330030,23018073,
EAUF-A1430200,23019818,
EAUF-A1460203,23019818,
EAUF-A1470040,23018053,
EAUF-A1470041,23018053,
EAUF-A1520200,23019815,
EAUF-A1560201,23018412,
EAUF-A1610030,23017975,
EAUF-A2010100,23018850,
EAUF-A2020300,23019922,
EAUF-A2040102,23018652,
EAUF-A2120200,23018801,
EAUF-A2140100,23018244,
EAUF-A2140101,23018287,
EAUF-A2160102,NONE,
EAUF-A2200001,NONE,
EAUF-A2260320,23013924,
EAUF-A2280030,NONE,
EAUF-A2310200,23018846,
EAUF-A2340210,23020140,
EAUF-A2350200,23018451,
EAUF-A2360030,23017919,
EAUF-A2370030,23017919,
EAUF-A2420201,23020162,
EAUF-A2430030,NONE,
EAUF-A2730110,23014053,
EAUF-A2840200,23015631,
EAUF-A2850110,23013950,
EAUF-A2860110,23013950,
EAUF-A3020090,23013612,
EAUF-A3120001,23015159,
EAUF-A3250210,23014992,
EAUF-A3300100,23014629,
EAUF-A3410200,23015658,
EAUF-A3480200,23014511,
EAUF-A3500100,23014336,
EAUF-A3550050,23013614,
EAUF-A3610110,23015060,
EAUF-A3690110,23014477,
EAUF-A3730200,23014916,
EAUF-A3750050,23013609,
EAUF-A3800200,23015306,
EAUF-A4020610,23019746,
EAUF-A4050620,23019746,
EAUF-A4140202,23018659,
EAUF-A4173010,23019964,
EAUF-A4200630,23018243,
EAUF-A4333010,23020064,
EAUF-A4362030,23018252,
EAUF-A4430640,23018074,
EAUF-A4550002,23017981,
EAUF-A4632010,23020078,
EAUF-A5110610,23013764,
EAUF-A5230110,23018647,
EAUF-A5242010,23018696,
EAUF-A5261020,23018442,
EAUF-A5431010,23013755,
EAUF-A5500610,23013743,
EAUF-A5730610,23013716,
EAUF-A6001010,23020006,
EAUF-A6051020,23018390,
EAUF-A6151030,23018200,
EAUF-A6232010,23017814,
EAUF-A6311010,23013797,
EAUF-A6341010,23013797,
EAUF-A6431120,23015311,
EAUF-A6541110,23013998,
EAUF-A6571110,23013962,
EAUF-A6621212,23020171,
EAUF-A6701210,23018366,
EAUF-A6731220,23014043,
EAUF-A6761010,23013781,
EAUF-A6860001,23015696,
EAUF-A6921010,23013777,
EAUF-A6941020,23013776,
EAUF-A7010610,23013699,
EAUF-A7122010,23015032,
EAUF-A7352010,23014709,
EAUF-A7400001,23013682,
EAUF-A7581020,23014792,
EAUF-A7642010,23015318,
EAUF-A7701010,23014670,
EAUF-A7821010,23014360,
EAUF-A7881010,23014224,
EAUF-A7930610,23013673,
EAUF-A8021010,23015206,
EAUF-A8071010,23014794,
EAUF-A8120201,23015228,
EAUF-A8201010,23014631,
EAUF-A8322010,23015393,
EAUF-A8401010,23014495,
EAUF-A8431010,23014415,
EAUF-A8500610,23013671,
EAUF-A8612020,23016501,
EAUF-A9001050,23015545,
EAUF-A9013050,23015602,
EAUF-A9021010,23015028,
EAUF-A9021020,23014944,
EAUF-A9021021,NONE,
EAUF-A9062150,23015112,
EAUF-A9071050,23014557,
EAUF-A9091060,23014449,
EAUF-A9192050,23014824,
EAUF-A9201070,23014401,
EAUF-A9232050,23015084,
EAUF-A9260001,23015002,
EAUF-A9301080,23014355,
EAUF-A9372030,23014426,
EAUF-A9372040,23014426,
EAUF-A9372050,23014426,
EAUF-A9372053,23014321,
EAUF-A9400001,23014287,
EAUF-A9532050,23015033,
EAUF-A9731210,23014937,
EAUF-A9752010,23014513,
EAUF-A9832010,23015201,
EAUF-A9862010,23014680,
EAUF-A9942020,23014380,
EAUF-B0220010,23018498,
EAUF-B1052010,23019982,
EAUF-B1092010,23018176,
EAUF-B1100000,23018111,
EAUF-B1150010,23018078,
EAUF-B1222010,23018738,
EAUF-B1282010,23018184,
EAUF-B1300010,23018041,
EAUF-B1340010,23013979,
EAUF-B2100001,23013942,
EAUF-B2130010,23013917,
EAUF-B2220010,23013910,
EAUF-B3010010,23013870,
EAUF-B3150020,23013840,
EAUF-B4001010,23015226,
EAUF-B4021010,23014967,
EAUF-B4031010,23014967,
EAUF-B4132010,23014999,
EAUF-B4224310,23014935,
EAUF-B4224311,23014630,
EAUF-B4230001,23014935,
EAUF-B4352010,23016396,
EAUF-B4530001,23015328,
EAUF-B4572010,23014739,
EAUF-B4601010,23014337,
EAUF-B4631010,23014285,
EAUF-B4660101,23014256,
EAUF-B5020010,23013823,
EAUF-B5172010,23014757,
EAUF-B5322010,23016953,
EAUF-B5572010,23014790,
EAUF-B6100002,23014195,
EAUF-B6100003,23014788,
EAUF-B6100004,23014607,
EAUF-B6100006,23014282,
EAUF-B6100007,23015238,
EAUF-B6100008,23015066,
EAUF-B6111010,23014173,
EAUF-B7130001,23009432,
EAUF-B7130002,23009437,
EAUF-B7130003,23010443,
EAUF-B7200000,23009427,
EAUF-B7322010,23009560,
EAUF-B7322011,23009613,
EAUF-D0137010,23010924,
EAUF-D0137020,23010534,
EAUF-D0156510,23011015,
EAUF-D0156520,23011015,
EAUF-D0156560,23011015,
EAUF-D0192230,23009846,
EAUF-D0198012,23009897,
EAUF-D0206010,23011534,
EAUF-E1310002,NONE,
EAUF-E1563710,NONE,
EAUF-E1566010,23010481,
EAUF-E1715511,23009352,
EAUF-E1726010,23009351,
EAUF-E1727510,23010882,
EAUF-E1727512,23009350,
EAUF-E1827020,23010495,
EAUF-E2010005,23010678,
EAUF-E2071110,NONE,
EAUF-E2371105,23010014,
EAUF-E2400411,23009346,
EAUF-E3511210,23011135,
EAUF-E3511220,23011135,
EAUF-E3611210,23010217,
EAUF-E3646210,NONE,
EAUF-E3658513,23010821,
EAUF-E3660600,23011152,
EAUF-E3666010,23010668,
EAUF-E3811265,23009779,
EAUF-E4035710,23010236,
EAUF-E4035720,23012169,
EAUF-E4036530,23012255,
EAUF-E4036533,23010542,
EAUF-E4306010,23011280,
EAUF-E4306020,23011280,
EAUF-E4905710,23010586,
EAUF-E5108212,23010904,
EAUF-E5205710,23012369,
EAUF-E5300210,23012301,
EAUF-E5300213,23012301,
EAUF-E5310220,23012301,
EAUF-E5400310,23010021,
EAUF-E5406510,23010299,
EAUF-E5406516,23011268,
EAUF-E5406519,23010684,
EAUF-E5410001,23010962,
EAUF-E5505720,23009972,
EAUF-E5505726,23010458,
EAUF-E6351402,23013980,
EAUF-E6351420,23014684,
EAUF-E6386070,23014008,
EAUF-E6397030,23014103,
EAUF-E6400910,23013911,
EAUF-E6406002,23014427,
EAUF-E6407540,23015116,
EAUF-E6426010,23014731,
EAUF-E6456516,23010736,
EAUF-E6456517,23009593,
EAUF-E6470910,23009457,
EAUF-E6480930,23009451,
EAUF-E6480934,23010745,
EAUF-F0410002,23019530,
EAUF-F1280001,23017646,
EAUF-F2320001,23017801,
EAUF-F2400001,23017463,
EAUF-F3300001,23019149,
EAUF-F3510001,23017853,
EAUF-F3570001,23018140,
EAUF-F3580004,23017835,
EAUF-F4000001,23017449,
EAUF-F4100006,23018123,
EAUF-F4150001,23018214,
EAUF-F4160002,23018131,
EAUF-F4220002,23017977,
EAUF-F4280001,23018266,
EAUF-F4390001,23017898,
EAUF-F4470003,23013568,
EAUF-F4530001,23018103,
EAUF-F4560420,23018448,
EAUF-F4590001,23014040,
EAUF-F4640002,23013956,
EAUF-F4660001,23014819,
EAUF-F4670001,23013946,
EAUF-F4740001,23014744,
EAUF-F4830002,23014564,
EAUF-F4900001,23013563,
EAUF-F5210002,23020371,
EAUF-F6130001,23013675,
EAUF-F6190001,23014666,
EAUF-F6220004,23013647,
EAUF-F6240002,23015013,
EAUF-F6250001,23014376,
EAUF-F6520001,23014617,
EAUF-F6550001,23014357,
EAUF-F6570002,23015067,
EAUF-F6580002,23014260,
EAUF-F6640001,23013629,
EAUF-F6640004,23013628,
EAUF-F7000001,23013560,
EAUF-G0170420,23009440,
EAUF-G1110410,23009589,
EAUF-G2060210,23015233,
EAUF-G2100613,23015142,
EAUF-G2230411,23014721,
EAUF-G6000610,23014847,
EAUF-H0020010,23018530,
EAUF-H0100010,23018333,
EAUF-H0100020,23018064,
EAUF-H0110012,NONE,
EAUF-H0203020,23018035,
EAUF-H0301010,23018523,
EAUF-H0321030,23018107,
EAUF-H0400010,23017969,
EAUF-H0400020,23017969,
EAUF-H0503010,23018332,
EAUF-H0702010,23018434,
EAUF-H0800011,23017901,
EAUF-H0800012,NONE,
EAUF-H0810010,23014037,
EAUF-H1051020,23018038,
EAUF-H1122020,23018172,
EAUF-H1201010,23017997,
EAUF-H1231010,23017913,
EAUF-H1501010,23013753,
EAUF-H1503510,23015682,
EAUF-H1603010,23014904,
EAUF-H1620002,23014136,
EAUF-H1620003,23014137,
EAUF-H1660001,23014130,
EAUF-H1660002,23014135,
EAUF-H1680004,23014129,
EAUF-H1680005,23014128,
EAUF-H1700010,23013701,
EAUF-H2001020,23018916,
EAUF-H2001022,23013835,
EAUF-H2021010,23018512,
EAUF-H2041011,23013835,
EAUF-H2051010,23018087,
EAUF-H2051020,23018019,
EAUF-H2062010,23018678,
EAUF-H2080001,23013828,
EAUF-H2122020,23018553,
EAUF-H2142030,23018092,
EAUF-H2163010,23018764,
EAUF-H2172320,23018249,
EAUF-H2182010,23018020,
EAUF-H2221010,23017870,
EAUF-H2322010,23018688,
EAUF-H2332020,23018052,
EAUF-H2342020,23017912,
EAUF-H2342030,23017883,
EAUF-H2402010,23019149,
EAUF-H2412010,23018147,
EAUF-H2422310,23019188,
EAUF-H2434010,23018420,
EAUF-H2442340,23018171,
EAUF-H2452020,23018050,
EAUF-H2462020,23017920,
EAUF-H2473010,23018320,
EAUF-H2482010,23017869,
EAUF-H3050001,23015083,
EAUF-H3050004,23014877,
EAUF-H3110410,23014822,
EAUF-H3120422,23014764,
EAUF-H3180410,23014363,
EAUF-H3200001,23013546,
EAUF-H3250410,23014839,
EAUF-H3322010,NONE,
EAUF-H3522010,23018454,
EAUF-H4022030,23018233,
EAUF-H4030210,23017662,
EAUF-H4040211,23017617,
EAUF-H4160210,23013733,
EAUF-H4180411,23014763,
EAUF-H4200210,23013727,
EAUF-H4230410,23014633,
EAUF-H4250420,23014407,
EAUF-H4260210,23013722,
EAUF-H4320210,23013693,
EAUF-H4330430,23015662,
EAUF-H4370420,23014301,
EAUF-H4380210,23013685,
EAUF-H5011020,23018517,
EAUF-H5023010,23018664,
EAUF-H5031010,23018237,
EAUF-H5031020,23018128,
EAUF-H5033310,23019783,
EAUF-H5040630,23014994,
EAUF-H5042010,23018833,
EAUF-H5060610,23015210,
EAUF-H5062010,23018158,
EAUF-H5071010,23013782,
EAUF-H5071040,23013789,
EAUF-H5071050,23017959,
EAUF-H5083050,23013761,
EAUF-H5083070,23020071,
EAUF-H5091010,23013719,
EAUF-H5102030,23013929,
EAUF-H5102040,23014070,
EAUF-H5112310,23014052,
EAUF-H5122340,23013940,
EAUF-H5122350,23013922,
EAUF-H5142610,23015420,
EAUF-H5142620,23014755,
EAUF-H5153010,23014831,
EAUF-H5172010,23013878,
EAUF-H5173110,23015756,
EAUF-H5201010,23013696,
EAUF-H5412030,23015013,
EAUF-H5522010,23014842,
EAUF-H6020210,23015738,
EAUF-H6021020,23014621,
EAUF-H6033210,23015168,
EAUF-H6056414,23014519,
EAUF-H6102010,23014784,
EAUF-H6120410,23014933,
EAUF-H6122010,23014460,
EAUF-H6153020,23015192,
EAUF-H6162010,23014312,
EAUF-H6201010,23014278,
EAUF-H6221010,23014191,
EAUF-H6230210,23014304,
EAUF-H6233020,23014889,
EAUF-H6303840,23014801,
EAUF-H6313020,23014445,
EAUF-H6313030,23014735,
EAUF-H6321011,NONE,
EAUF-H6321012,NONE,
EAUF-H6402010,23014773,
EAUF-H6402030,23014479,
EAUF-H6412010,23014384,
EAUF-H6412020,23014384,
EAUF-H6423010,23014776,
EAUF-H6432010,23014246,
EAUF-H6501020,23014137,
EAUF-H7021010,23013993,
EAUF-H7033010,23015190,
EAUF-H7041025,23013920,
EAUF-H7102020,23017050,
EAUF-H7142010,23014424,
EAUF-H7153012,23014718,
EAUF-H7162010,23014324,
EAUF-H7201010,23013876,
EAUF-H7330410,23016883,
EAUF-H7401010,23013854,
EAUF-H7423710,23014895,
EAUF-H7501010,23013842,
EAUF-H7513010,23014883,
EAUF-H7602010,23014697,
EAUF-H7702010,23015016,
EAUF-H7713010,23014891,
EAUF-H7733010,23015064,
EAUF-H7742010,23014587,
EAUF-H7742020,23014356,
EAUF-H7813010,23014779,
EAUF-I0330001,23014531,
EAUF-I1031010,23015802,
EAUF-I1103010,23014737,
EAUF-I1203010,23016290,
EAUF-I1230001,23014656,
EAUF-I1350001,23014984,
EAUF-I2021010,23014800,
EAUF-I2051030,23014566,
EAUF-I2480001,23015782,
EAUF-I2640001,23014998,
EAUF-I3113010,23015286,
EAUF-I3121010,23014515,
EAUF-I3352010,23014809,
EAUF-I3422010,23015239,
EAUF-I3442310,23016021,
EAUF-I3462010,23014769,
EAUF-I3462020,23014815,
EAUF-I3463010,23015782,
EAUF-I3521020,23014235,
EAUF-I3531010,23014235,
EAUF-I3612060,23015401,
EAUF-I3621010,23014207,
EAUF-I3712010,23016093,
EAUF-I4022010,23015194,
EAUF-I4032010,23015194,
EAUF-I5013617,23016791,
EAUF-I5021020,23015340,
EAUF-I5053010,23015341,
EAUF-I5060002,23015363,
EAUF-I5101010,23014885,
EAUF-I5121020,23014657,
EAUF-I5221010,23014455,
EAUF-I5321510,23015349,
EAUF-I5352010,23016133,
EAUF-I6923010,23016909,
EAUF-I6943110,23016837,
EAUF-I7021020,23015266,
EAUF-I7102020,23015849,
EAUF-I7111010,23014584,
EAUF-I7222020,23016064,
EAUF-I7913610,23015839,
EAUF-I8002010,23015743,
EAUF-I8070001,23014820,
EAUF-I9031010,23015109,
EAUF-I9122010,23014056,
EAUF-I9221020,23013947,
EAUF-I9233010,23014076,
EAUF-J0121510,23018160,
EAUF-J0611610,23020188,
EAUF-J1313010,23014051,
EAUF-J1324010,23014058,
EAUF-J1513010,23018594,
EAUF-J1523020,23014049,
EAUF-J1711710,23014062,
